unit_id,order_id,product_type,op_index,operation_id,stage,machine,skill,workers,duration_days,start_day,end_day,start_hour,end_hour
O001__001,O001,P1,1,P1_op1,S1,S1__m2,R1,1,1,32,33,256,264
O001__001,O001,P1,2,P1_op2,S2,S2__m0,R2,2,1,33,34,264,272
O001__001,O001,P1,3,P1_op3,S3,S3__m0,R1,1,1,34,35,272,280
O001__001,O001,P1,4,P1_op4,S4,S4__m0,R3,1,1,44,45,352,360
O002__001,O002,P2,1,P2_op1,S1,S1__m1,R1,1,1,26,27,208,216
O002__001,O002,P2,2,P2_op2,S2,S2__m1,R2,1,1,28,29,224,232
O002__001,O002,P2,3,P2_op3,S3,S3__m0,R1,2,1,32,33,256,264
O002__001,O002,P2,4,P2_op4,S4,S4__m0,R3,1,1,33,34,264,272
O003__001,O003,P4,1,P4_op1,S1,S1__m1,R1,1,1,20,21,160,168
O003__001,O003,P4,2,P4_op2,S2,S2__m1,R2,1,1,21,22,168,176
O003__001,O003,P4,3,P4_op3,S3,S3__m0,R1,2,1,23,24,184,192
O003__001,O003,P4,4,P4_op4,S4,S4__m0,R3,1,1,24,25,192,200
O003__002,O003,P4,1,P4_op1,S1,S1__m0,R1,1,1,29,30,232,240
O003__002,O003,P4,2,P4_op2,S2,S2__m0,R2,1,1,35,36,280,288
O003__002,O003,P4,3,P4_op3,S3,S3__m0,R1,2,1,36,37,288,296
O003__002,O003,P4,4,P4_op4,S4,S4__m0,R3,1,1,38,39,304,312
O003__003,O003,P4,1,P4_op1,S1,S1__m0,R1,1,1,25,26,200,208
O003__003,O003,P4,2,P4_op2,S2,S2__m0,R2,1,1,26,27,208,216
O003__003,O003,P4,3,P4_op3,S3,S3__m1,R1,2,1,27,28,216,224
O003__003,O003,P4,4,P4_op4,S4,S4__m0,R3,1,1,29,30,232,240
O004__001,O004,P4,1,P4_op1,S1,S1__m0,R1,1,1,18,19,144,152
O004__001,O004,P4,2,P4_op2,S2,S2__m1,R2,1,1,19,20,152,160
O004__001,O004,P4,3,P4_op3,S3,S3__m0,R1,2,1,30,31,240,248
O004__001,O004,P4,4,P4_op4,S4,S4__m0,R3,1,1,47,48,376,384
O004__002,O004,P4,1,P4_op1,S1,S1__m1,R1,1,1,23,24,184,192
O004__002,O004,P4,2,P4_op2,S2,S2__m1,R2,1,1,30,31,240,248
O004__002,O004,P4,3,P4_op3,S3,S3__m1,R1,2,1,34,35,272,280
O004__002,O004,P4,4,P4_op4,S4,S4__m0,R3,1,1,48,49,384,392
O004__003,O004,P4,1,P4_op1,S1,S1__m1,R1,1,1,24,25,192,200
O004__003,O004,P4,2,P4_op2,S2,S2__m0,R2,1,1,25,26,200,208
O004__003,O004,P4,3,P4_op3,S3,S3__m1,R1,2,1,42,43,336,344
O004__003,O004,P4,4,P4_op4,S4,S4__m0,R3,1,1,46,47,368,376
O004__004,O004,P4,1,P4_op1,S1,S1__m2,R1,1,1,21,22,168,176
O004__004,O004,P4,2,P4_op2,S2,S2__m1,R2,1,1,31,32,248,256
O004__004,O004,P4,3,P4_op3,S3,S3__m1,R1,2,1,32,33,256,264
O004__004,O004,P4,4,P4_op4,S4,S4__m0,R3,1,1,40,41,320,328
O005__001,O005,P3,1,P3_op1,S1,S1__m1,R1,2,1,28,29,224,232
O005__001,O005,P3,2,P3_op2,S2,S2__m0,R2,2,1,29,30,232,240
O005__001,O005,P3,3,P3_op3,S3,S3__m1,R1,1,1,30,31,240,248
O005__001,O005,P3,4,P3_op4,S4,S4__m0,R3,1,1,31,32,248,256
O006__001,O006,P5,1,P5_op1,S1,S1__m2,R1,1,1,19,20,152,160
O006__001,O006,P5,2,P5_op2,S2,S2__m0,R2,2,1,22,23,176,184
O006__001,O006,P5,3,P5_op3,S3,S3__m0,R1,1,1,25,26,200,208
O006__001,O006,P5,4,P5_op4,S4,S4__m0,R3,1,1,26,27,208,216
O007__001,O007,P4,1,P4_op1,S1,S1__m2,R1,1,1,34,35,272,280
O007__001,O007,P4,2,P4_op2,S2,S2__m0,R2,1,1,36,37,288,296
O007__001,O007,P4,3,P4_op3,S3,S3__m0,R1,2,1,37,38,296,304
O007__001,O007,P4,4,P4_op4,S4,S4__m0,R3,1,1,42,43,336,344
O008__001,O008,P4,1,P4_op1,S1,S1__m2,R1,1,1,22,23,176,184
O008__001,O008,P4,2,P4_op2,S2,S2__m0,R2,1,1,24,25,192,200
O008__001,O008,P4,3,P4_op3,S3,S3__m1,R1,2,1,35,36,280,288
O008__001,O008,P4,4,P4_op4,S4,S4__m0,R3,1,1,39,40,312,320
O008__002,O008,P4,1,P4_op1,S1,S1__m1,R1,1,1,32,33,256,264
O008__002,O008,P4,2,P4_op2,S2,S2__m1,R2,1,1,33,34,264,272
O008__002,O008,P4,3,P4_op3,S3,S3__m1,R1,2,1,37,38,296,304
O008__002,O008,P4,4,P4_op4,S4,S4__m0,R3,1,1,41,42,328,336
O008__003,O008,P4,1,P4_op1,S1,S1__m0,R1,1,1,23,24,184,192
O008__003,O008,P4,2,P4_op2,S2,S2__m0,R2,1,1,31,32,248,256
O008__003,O008,P4,3,P4_op3,S3,S3__m1,R1,2,1,36,37,288,296
O008__003,O008,P4,4,P4_op4,S4,S4__m0,R3,1,1,37,38,296,304
O008__004,O008,P4,1,P4_op1,S1,S1__m1,R1,1,1,22,23,176,184
O008__004,O008,P4,2,P4_op2,S2,S2__m1,R2,1,1,24,25,192,200
O008__004,O008,P4,3,P4_op3,S3,S3__m1,R1,2,1,28,29,224,232
O008__004,O008,P4,4,P4_op4,S4,S4__m0,R3,1,1,36,37,288,296
O009__001,O009,P2,1,P2_op1,S1,S1__m2,R1,1,1,25,26,200,208
O009__001,O009,P2,2,P2_op2,S2,S2__m1,R2,1,1,27,28,216,224
O009__001,O009,P2,3,P2_op3,S3,S3__m0,R1,2,1,28,29,224,232
O009__001,O009,P2,4,P2_op4,S4,S4__m0,R3,1,1,34,35,272,280
